Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
"Ложка-подставка ""Букингем""";IMF0304-A218AL;81680678;999;340;;235
"Масленка ""Букингем""";IMB0360-A218AL;81680679;;630;;345
"Набор для специй ""Букингем""";IM55049-A218AL;81680680;0;180;;132
"Набор: сахарница + молочник ""Букингем"", 0.3 л + 0.25 л";IM15018B/C-A218AL;81680681;999;580;;397
"Овальное блюдо ""Букингем"", 38 см";IMC1185-A218AL;81680682;7;1490;;795
"Салатник ""Букингем"", 13 см, 0.4 л";IM45018-A218AL;81680683;8;310;;207
"Салатник ""Букингем"", 20 см, 1.7 л";IM45010-A218AL;81680684;999;890;;595
"Салфетница ""Букингем""";IM65080-A218AL;81680685;;310;;175
"Супница с половником ""Букингем"", 2.6 л";IMA0131GB-A218AL;81680686;;1830;;980
"Суповая чашка на блюдце ""Букингем"", 0.5 л";IMB0304-A218AL;81680687;999;790;;535
"Тарелка ""Букингем"", 23 см";IM35031-A218AL;81680688;999;420;;285
"Тарелка обеденная ""Букингем"", 25 см";IMA0180H-A218AL;81680689;999;880;;594
"Форма для выпекания ""Букингем"", 32х19х5.5 см";IMM0015M-A218AL;81680690;;1020;;686
"Форма для выпекания квадратная ""Букингем"", 29х24х5 см";IMM0015MA-A218AL;81680691;;1000;;676
"Форма для выпекания овальная ""Букингем"", 33х21х6 см";IMM0015MB-A218AL;81680692;;1170;;780
"Чайник ""Букингем"", 1 л";IM15018A/1-A218AL;81680693;999;1030;;696
"Чашка с блюдцем ""Букингем"", 0.2 л";IM15018E-A218AL;81680694;999;460;;316
"Кружка ""Дары природы"", 0.3 л";IM15018M-A2352;81680695;;150;;102
"Салатник ""Дары природы"", 20 см, 1.7 л";IM45010-A2352;81680696;;590;;401
"Салатник малый ""Дары природы"", 13 см, 0.4 л";IM45018-A2352;81680697;;180;;127
"Тарелка ""Дары природы"", 23 см";IM35031-A2352;81680698;;220;;151
"Тарелка обеденная ""Дары природы"", 27 см";IMA0180H-A2352;81680699;;440;;302
"Чайник ""Дары природы"", 1 л";IM15018A-A2352;81680700;;530;;357
"Чашка с блюдцем ""Дары природы"", 0.2 л";IM15018E-A2352;81680701;;240;;166
"Банка для сыпучих продуктов ""Зеленые яблоки"", малая, 13 см";IM55060/3-A2211AL;81680702;;300;;203
"Банка-подставка с кухонными инструментами (3 лопатки, 1 венчик) ""Зеленые яблоки"", 27 см";IM55002-A2211AL;81680703;;460;;308
"Набор для специй ""Зеленые яблоки""";IM55049-A2211AL;81680704;;150;;102
"Набор: сахарница + молочник ""Зеленые яблоки"", 0.3 л + 0.25 л";IM15018B/C-A2211AL;81680705;;330;;230
"Салатник ""Зеленые яблоки"", малый, 13 см";IM45018-A2211AL;81680706;;250;;170
"Салфетница ""Зеленые яблоки"", 16 см";IM65080-A2211AL;81680707;;230;;163
"Тарелка ""Зеленые яблоки"", 23 см";IM35031-A2211AL;81680708;;230;;162
"Тарелка обеденная ""Зеленые яблоки"", 27 см";IMA0180H-A2211AL;81680709;;470;;317
"Чашка с блюдцем ""Зеленые яблоки"", 0.25 л";IM15018E-A2211AL;81680710;;340;;229
"Банка для сыпучих продуктов ""Ирисы"", 0.3 л";IM55060/3-A93AL;81680711;;340;;229
"Банка-подставка с кухонными инструментами (3 лопатки, 1 венчик) ""Ирисы""";IM55002-A93AL;81680712;;590;;404
"Ваза для цветов ""Ирисы"", 21.5 см";IM65078-A93AL;81680713;;860;;581
"Кружка ""Ирисы"", 0.3 л";IM15018M-A93AL;81680714;0;270;;189
"Кувшин ""Ирисы"", 1 л";IM15020-A93AL;81680715;;790;;532
"Ложка-подставка ""Ирисы""";IMF0304-A93AL;81680716;;350;;243
"Масленка ""Ирисы""";IMB0360-A93AL;81680717;;640;;429
"Набор для специй ""Ирисы""";IM55049-A93AL;81680718;;150;;107
"Набор: сахарница + молочник ""Ирисы"", 0.3 л + 0.25 л";IM15018B/C-A93AL;81680719;;470;;324
"Салатник ""Ирисы"", 13 см, 0.4 л";IM45018-A93AL;81680720;;330;;225
"Салатник ""Ирисы"", 20 см, 1.7 л";IM45010-A93AL;81680721;;840;;572
"Суповая чашка на блюдце ""Ирисы"", 0.5 л";IMB0304-A93AL;81680722;;790;;535
"Тарелка ""Ирисы"" 27 см";IMA0180H-A93AL;86056692;999;960;;641
"Тарелка ""Ирисы"", 23 см";IM35031-A93AL;81680723;0;420;;285
"Чайник ""Ирисы"", 1 л";IM15018A/1-A93AL;81680724;;1110;;753
"Чашка с блюдцем ""Ирисы"" 0.2 л";IM15018E-A93AL;86056693;0;460;;316
"Банка-подставка с кухонными инструментами (3 лопатки, 1 венчик) ""Кардинал"", 24х10 см";IM55002-A194AL;81680725;;400;;277
"Ваза для цветов ""Кардинал"", 21.5 см";IM65078-A194AL;81680726;;800;;538
"Кружка ""Кардинал"", 0.3 л";IM15018M-A194/NAL;81680727;;280;;193
"Кувшин ""Кардинал"", 1 л";IMA0020-A194AL;81680728;;980;;666
"Ложка-подставка ""Кардинал"", 25 см";IMF0304-A194AL;81680729;;300;;209
"Набор для специй ""Кардинал""";IM55049-A194/NAL;81680730;;170;;118
"Набор: сахарница + молочник ""Кардинал"", 0.3 л + 0.25 л";IM15018B/C-A194/NAL;81680731;;480;;329
"Салатник (большой) ""Кардинал"", 20 см";IM45010-A194/NAL;81680732;;950;;643
"Салатник (малый) ""Кардинал"", 13 см";IM45018-A194/NAL;81680733;;370;;255
"Салфетница ""Кардинал"", 16х5 см";IM65080-A194/NAL;81680734;;310;;219
"Суповая чашка на блюдце ""Кардинал"", 0.5 л";IMB0304A-A194/NAL;81680735;;910;;608
"Тарелка ""Кардинал"", 23 см";IMC0031-A194AL;81680736;;440;;304
"Тарелка обеденная ""Кардинал"", 27 см";IMA0180H-A194AL;81680737;;710;;475
"Чашка с блюдцем ""Кардинал"", 0.2 л";IM15018E-A194/NAL;81680738;;480;;329
"Кружка ""Кленовый лист"", 0.3 л";IM15018M-A2351;81680739;;110;;82
"Салатник ""Кленовый лист"", 20 см, 1.7 л";IM45010-A2351;81680740;;370;;256
"Салатник малый ""Кленовый лист"", 13 см, 0.4 л";IM45018-A2351;81680741;;150;;102
"Суповая чашка на блюдце ""Кленовый лист"", 0.5 л";IMB0304A-A2351;81680742;;520;;349
"Тарелка ""Кленовый лист"", 23 см";IM35031-A2351;81680743;;180;;121
"Тарелка обеденная ""Кленовый лист"", 27 см";IMA0180H-A2351;81680744;;360;;241
"Чайник ""Кленовый лист"", 1 л";IM15018A-A2351;81680745;;420;;285
"Чашка с блюдцем ""Кленовый лист"", 0.2 л";IM15018E-A2351;81680747;;190;;133
"Банка для сыпучих продуктов ""Магнолия"", 15 см, 0.5 л";IM55060/2-A2119AL;81680748;;380;;266
"Банка для сыпучих продуктов ""Магнолия"", малая, 13 см, 0.3 л";IM55060/3-A2119AL;81680749;;340;;239
"Банка-подставка с кухонными инструментами (3 лопатки, 1 венчик) ""Магнолия""";IM55002-A2119AL;81680750;;630;;433
"Блюдо овальное ""Магнолия"", 38х26 см";IMC1185-A2119AL;81680751;;750;;509
"Ваза для цветов ""Магнолия"", 21.5 см";IM65078-A2119AL;81680752;;570;;386
"Кружка ""Магнолия"", 0.3 л";IM15018M-A2119AL;81680753;;280;;193
"Ложка-подставка ""Магнолия"", 25 см";IMF0304-A2119AL;81680754;;340;;235
"Набор для специй ""Магнолия""";IM55049-A2119AL;81680755;;180;;132
"Набор: сахарница + молочник ""Магнолия"", 0.3 л + 0.25 л";IM15018B/C-A2119AL;81680756;;390;;263
"Салатник ""Магнолия"" 20 см";IM45010-A2119AL;86056694;;950;;643
"Салатник малый ""Магнолия"", 13 см";IM45018-A2119AL;81680757;;300;;204
"Салфетница ""Магнолия"", 16х5х10 см";IM65080-A2119AL;81680758;;310;;219
"Суповая чашка на блюдце ""Магнолия"", 0.5 л";IMB0304-A2119AL;81680759;;910;;608
"Тарелка ""Магнолия"", 23 см";IM35031-A2119AL;81680760;;290;;194
"Тарелка обеденная ""Магнолия"", 27 см";IMA0180H-A2119AL;81680761;;350;;243
"Форма для выпекания ""Магнолия"" 32х19х5.5 см";IMM0015M-A2119AL;86056695;;1020;;686
"Чайник ""Магнолия"", 1 л";IM15018A/1-A2119AL;81680762;;820;;557
"Чашка с блюдцем ""Магнолия"", 0.2 л";IM15018E-A2119AL;81680763;;310;;210
"Банка для сыпучих продуктов ""Цветы и птицы"", малая, 13 см";IM55060/3-A2210AL;81680764;;230;;162
"Блюдо овальное ""Цветы и птицы"", 38х26 см";IMC1185-A2210AL;81680765;;990;;665
"Ваза для цветов ""Цветы и птицы"", 21.5 см";IM65078-A2210AL;81680766;;630;;432
"Кружка ""Цветы и птицы"", 0.3 л";IM15018M-A2210AL;81680767;;190;;130
"Набор для специй ""Цветы и птицы""";IM55049-A2210AL;81680768;;150;;102
"Набор: сахарница + молочник ""Цветы и птицы"", 0.3 л + 0.25 л";IM15018B/C-A2210AL;81680769;;330;;230
"Салатник ""Цветы и птицы"", малый, 13 см";IM45018-A2210AL;81680770;;250;;170
"Салфетница ""Цветы и птицы"", 16 см";IM65080-A2210AL;81680771;;230;;163
"Тарелка ""Цветы и птицы"", 23 см";IM35031-A2210AL;81680772;;300;;203
"Тарелка обеденная ""Цветы и птицы"", 27 см";IMA0180H-A2210AL;81680773;;470;;317
"Чашка с блюдцем ""Цветы и птицы"", 0.25 л";IM15018E-A2210AL;81680774;;340;;229
"Банка для сыпучих продуктов ""Японский сад"", 13 см";IM55060/3-1730AL;81680775;0;350;;234
"Банка для сыпучих продуктов ""Японский сад"", 15 см";IM55060/2-1730AL;81680776;999;500;;335
"Банка для сыпучих продуктов ""Японский сад"", 18 см";IM55060/1-1730AL;81680777;;1060;;717
"Ваза для цветов ""Японский сад"", 21.5 см";IM65078-1730AL;81680778;999;900;;603
"Кружка ""Японский сад"", 0.3 л";IM15018M-1730AL;81680779;999;280;;199
"Ложка-подставка ""Японский сад""";IMF0304-1730AL;81680780;999;350;;234
"Масленка ""Японский сад""";IMB0360-1730AL;86056696;999;630;;432
"Набор для специй ""Японский сад""";IM55049-1730AL;81680781;12;180;;100
"Набор: сахарница + молочник ""Японский сад"", 0.3 л + 0.25 л";IM15018B/C-1730AL;81680782;;580;;313
"Овальное блюдо ""Японский сад"", 38х26 см";IMC1185-1730AL;81680783;0;1520;;1024
"Подставка под кухонные инструменты ""Японский сад""";IM55002-1730AL;81680784;;630;;336
"Салатник ""Японский сад"", 13 см";IM45018-1730AL;81680785;999;300;;211
"Салатник ""Японский сад"", 20 см";IM45010-1730AL;81680786;999;740;;401
"Салфетница ""Японский сад""";IM65080-1730AL;81680787;999;310;;216
"Суповая чашка на блюдце ""Японский сад"" 0.5 л";IMB0304-1730AL;86056697;0;780;;529
"Тарелка ""Японский сад"", 23 см";IM35031-1730AL;81680788;999;420;;280
"Тарелка ""Японский сад"", 27 см";IMA0180H-1730AL;81680789;999;910;;612
"Чайник ""Японский сад"", 1 л";IM15018AB-1730AL;81680790;999;1060;;573
"Чашка с блюдцем ""Японский сад"", 0.2 л";IM15018E-1730AL;81680791;999;460;;316
"Банка для сыпучих продуктов (соль) ""Апельсины""";LCS871/LN-AR-AL;38174040;;2600;;1471
"Банка для сыпучих продуктов с деревянной крышкой (большая) ""Апельсины"", 2.8 л";LCS011-AR-AL;38174041;;2950;;1649
"Банка для сыпучих продуктов с деревянной крышкой (кофе) ""Апельсины"", 0.5 л";LCS010/PLC-AR-AL;38174042;;890;;521
"Банка для сыпучих продуктов с деревянной крышкой (мука) ""Апельсины"", 0.75 л";LCS010/MLF-AR-AL;38174043;;1540;;863
"Банка для сыпучих продуктов с деревянной крышкой (сахар) ""Апельсины"", 0.75 л";LCS010/MLS-AR-AL;38174044;;1540;;863
"Банка для сыпучих продуктов с деревянной крышкой (чай) ""Апельсины"", 0.5 л";LCS010/PLT-AR-AL;38174045;;1300;;745
"Банка-подставка под кухонные инструменты ""Апельсины""";LCS400/POS-AR-AL;38174046;;3600;;2016
"Блюдо 2-х секционное для оливок ""Апельсины"", 17.5х11 см";LCS098-AR-AL;38174047;;1440;;806
"Блюдо круглое ""Апельсины"", 37 см";LCS039-AR-AL;38174048;;2700;;1507
"Блюдо овальное ""Апельсины"", 36х23 см";LCS1309/36-AR-AL;38174049;;1900;;1057
"Ваза для фруктов на ножке ""Апельсины"", 30 см, h16 см";LCS1308/PA-AR-AL;38174050;;2550;;1431
"Ваза для фруктов на ножке ""Апельсины"", 32 см";LCS038/AL-AR-AL;38174051;;3040;;1714
